监管文件编号,主题,文件名,发文字号,匹配源,决策,置信度,A强信号关键词,B销售代理关键词,C泛化关键词,X排除关键词,命中摘录,可用正文长度,全文状态
RFN-49149ad4cec64473,T4公司治理与股权关联交易,中国保监会关于印发《保险机构董事、监事和高级管理人员任职资格考试管理暂行办法》的通知,保监发〔2016〕6号,nfra,BOUNDARY,低,人身保险公司,,,再保险公司|财产保险公司,[body]…构董事、 监事和高级管理人员任职资格的重要依据。  第三条  保险机构类别分为保险集团公司、 财产保险公司、 人身保险公司、 资产管理公司、 再保险公司、 专属自保公司、 相互保险组织等 7 类。  第四条  岗位类别分为董事、 监…,5192,已提取-可全文
RFN-493a2f2faf9b4026,T2产品与精算制度,关于2000年末人身保险责任准备金计算有关要求的通知（已废止）,保监发[2000]229号,nfra,INCLUDE,高,人身保险|健康保险|寿险,,,,[title]…关于2000年末人身保险责任准备金计算有关要求的通知（已废止） 保监发[2000]229号。各寿险公司，中国太平洋保险公司、中国平安保…,1162,已提取-可全文
RFN-49493953265901e8,T2产品与精算制度,中国保监会关于印发《全国性保险业社团组织收费管理暂行办法》的通知,保监财会〔2018〕47号,nfra,BOUNDARY,低,,,保险资产管理,,[meta]…理暂行办法》的通知 保监财会〔2018〕47号。各保监局，中国保险行业协会、中国保险学会、中国精算师协会、中国保险资产管理业协会：。为加强全国性保险业社团组织收费管理，规范收费行为，促进其健康有序发展，根据《关于进一步规范行业协会商…,864,已提取-可全文
RFN-49745450d2099735,T7反洗钱与反恐怖融资,中国人民银行关于明确可疑交易报告制度有关执行问题的通知,银发[2010]48号,,—,—,,,,,,0,未在五源cleaned收录
RFN-499af08f2e4fdabf,T6养老与健康保险专项,中国保监会关于延长老年人住房反向抵押养老保险试点期间并扩大试点范围的通知,保监发〔2016〕55号,nfra,INCLUDE,中,人身保险公司|养老保险,,,,[meta]…国保监会关于延长老年人住房反向抵押养老保险试点期间并扩大试点范围的通知 保监发〔2016〕55号。各保监局、各人身保险公司：。为贯彻落实《国务院关于加快发展养老服务业的若干意见》（国发〔2013〕35号）、《国务院关于加快发展现代保…,1210,已提取-可全文
RFN-49d70defed73b858,T1销售行为与消费者保护,中国银保监会办公厅关于2021年进一步推动小微企业金融服务高质量发展的通知,银保监办发[2021]49号,nfra,EXCLUDE,中,,,保单|保险产品|保险公司|保险机构|分支机构,商业银行|财产险|银行业|银行业金融机构,[body]…布结构，丰富供给手段，更有力地支持小微企业在科技创新和产业结构升级中发挥作用，实现小微企业金融服务高质量发展与银行业保险业自身高质量发展的相互促进、有机统一。二、以信贷投放为抓手，确保稳定高效的增量金融供给（二）围绕“两增”目…,11642,已提取-可全文
RFN-4a9205f71876954e,T1销售行为与消费者保护,关于印发《保险中介从业人员继续教育暂行办法》的通知,保监发〔2005〕41号,nfra,BOUNDARY,低,人寿保险,,,保险中介机构|保险公估|保险经纪机构,[body]…及职业道德教育， 累计培训和教育时间不得少于 36 小时。  其中， 保险公司委托保险代理机构及其分支机构销售人寿保险新型产品的， 应当对销售人寿保险新型产品的保险代理机构及其分支机构的业务人员进行专门培训， 销售前培训时间不得…,4390,已提取-可全文
RFN-4ab1a1555817bbc8,T1销售行为与消费者保护,中国保监会关于印发《保险销售行为可回溯管理暂行办法》的通知,保监发〔2017〕54号,nfra,BOUNDARY,低,人身保险|人身保险公司|健康保险,保险兼业代理|保险销售从业人员,,保险中介机构|保险经纪,[body]…存保险销售过程关键环节，实现销售行为可回放、重要信息可查询、问题责任可确认。 第三条 本办法所称保险公司为经营人身保险业务和财产保险业务的保险公司，专业自保公司除外。 本办法所称保险中介机构是指保险专业中介机构和保险兼业代理机构…,5976,已提取-可全文
RFN-4b0ca1af5924a05a,T1销售行为与消费者保护,关于废止部分保险中介规范性文件的通知,保监发〔2009〕128号,nfra,EXCLUDE,中,,,保险公司|分支机构,保险中介机构|保险公估|保险经纪|保险经纪机构|公估机构,[meta]…关于废止部分保险中介规范性文件的通知 保监发〔2009〕128号。各保监局、各保险中介机构：。为了适应加快建设法治政府、全面推进依法行政的要求，按照《立法法》的有关规定，我会对现行有关保险专业中介机构…,2012,已提取-可全文
RFN-4b34d83a184e9f82,T5资金运用与资产负债管理,关于重新修订《保险公司投资证券投资基金管理暂行办法》的通知,保监发〔2003〕6号,nfra,BOUNDARY,低,寿险,,,,[body]…的比例投资基金。  第十条 保险公司经批准开办的投资连结保险可以设立投资基金比例为 100%的投资账户， 万能寿险可以设立投资基金比例最高为 80%的投资账户。 投资账户的设立、 合并、 撤消、 变更应符合我会的有关规定。…,4214,已提取-可全文
RFN-4c1603295100fce6,T9风险处置与案件合规,中国保险监督管理委员会、中国银行业监督管理委员会关于保险监督管理机构查询保险机构及相关单位和个人在金融机构账户有关问题的通知,保监发〔2011〕21号,nfra,EXCLUDE,中,,保险代理人,保险公司|保险机构|保险资产管理,保险经纪|信托公司|商业银行|金融资产|银行业,[body]…查阅、复制与被调查事件有关的财产权登记等资料；经国务院保险监督管理机构负责人批准，查询涉嫌违法经营的保险公司、保险代理人、保险经纪人、保险资产管理公司、外国保险机构的代表机构以及与涉嫌违法事项有关的单位和个人的银行账户。为进一步落…,4488,已提取-可全文
RFN-4c1c5c72d12fffda,T3资本与偿付能力监管,中国保监会关于印发《保险公司偿付能力监管规则（1—17号）》的通知,保监发〔2015〕22号,nfra,BOUNDARY,低,,,保险公司|保险消费者|保险资产管理|偿付能力,,[title]…中国保监会关于印发《保险公司偿付能力监管规则（1—17号）》的通知 保监发〔2015〕22号。各保监局，各保险集团（控股）公司、保险公司、…,695,已提取-可全文
RFN-4c8943024a0dad29,T4公司治理与股权关联交易,关于修改《保险公司高级管理人员任职资格管理规定》有关条文的决定,N/A,nfra,BOUNDARY,低,,,保险公司|分支机构,,[title]…关于修改《保险公司高级管理人员任职资格管理规定》有关条文的决定 保监会令（2003）2号　2003年7月23日。为适应保险业快速…,2645,已提取-可全文
RFN-4c9bf69d7d425799,T4公司治理与股权关联交易,关于保险公司高级管理人员任职资格管理有关问题的复函,保监厅函〔2004〕155号,nfra,BOUNDARY,低,,,保险公司,,[title]…关于保险公司高级管理人员任职资格管理有关问题的复函 保监厅函〔2004〕155号。宁夏保监局：。你局《关于执行〈保险公司高…,983,已提取-可全文
RFN-4cc516fe3b3639ea,T8机构准入与组织监管,保险公司非现场监管暂行办法,中国银行保险监督管理委员会令[2022]3号,nfra,INCLUDE,中,人身保险公司,,,再保险公司|财产保险公司,[body]…果、拟采取的监管措施等信息。第二十四条 机构监管部门根据保险公司的业务范围和机构层级，制定适用于财产保险公司、人身保险公司和再保险公司的风险监测和非现场监管评估指引，明确风险监测指标的定义和非现场监管评估的方法，并根据保险行业和金融…,8247,已提取-可全文
RFN-4d87ec365f1d5f20,T6养老与健康保险专项,国家金融监督管理总局关于适用商业健康保险个人所得税优惠政策产品有关事项的通知,金规[2023]2号,nfra,INCLUDE,中,人身保险|人身保险公司|健康保险,,,,[meta]…国家金融监督管理总局关于适用商业健康保险个人所得税优惠政策产品有关事项的通知 各银保监局，各人身保险公司，中国银行保险信息技术管理有限公司，中国保险行业协会、中国精算师协会：各银保监局，各人身保险公司，中国银行保险…,6001,已提取-可全文
RFN-4d9a3d92d09df0f8,T4公司治理与股权关联交易,中国保监会关于印发《保险公司董事及高级管理人员审计管理办法》的通知,保监发〔2010〕78号,nfra,BOUNDARY,低,,,保险公司|保险公司分支机构|保险机构|保险资产管理,,[title]…中国保监会关于印发《保险公司董事及高级管理人员审计管理办法》的通知 保监发〔2010〕78号。各保险公司、各保监局：。为加强对保险公司董事…,6989,已提取-可全文
RFN-4e3131787e5a2f80,T1销售行为与消费者保护,中国保监会关于保险业履行社会责任的指导意见,保监发〔2015〕123号,nfra,BOUNDARY,低,人身保险,,,保险中介机构,[body]…参与公共服务共建共享。融入社区和新农村建设，积极参与政府购买社会服务项目。推广治安保险、社区综合保险，农村小额人身保险等产品。开发针对弱势群体的创新公益保险产品，积极支持教育助学、养老医疗、孤残帮扶、疾病研究等社会事业。鼓励员工…,4763,已提取-可全文
RFN-4e9fd3784948d799,T6养老与健康保险专项,人力资源社会保障部、财政部、国家税务总局、金融监管总局、中国证监会关于全面实施个人养老金制度的通知,人社部发〔2024〕87号,supp,BOUNDARY,低,养老保险,,,商业银行,[body]…得积极成效， 制度总体运行平稳。 为深入贯彻落实党的二十大和二十届二中、 三中全会精神， 加快发展多层次多支柱养老保险体系， 经国务院同意， 现就全面实施个人养老金制度有关问题通知如下： 一、 扩大实施范围 （一）实施时间。 自…,4379,已提取-可全文
RFN-4eb8cd10ea814656,T8机构准入与组织监管,保险公司营销服务部管理办法,保监会令〔2002〕1号,nfra,BOUNDARY,低,寿险,,,,[body]…工商行政管理其他规定的，工商行政管理机关依法予以查处。 第十二条 保险公司在本办法实施以前设立的农村代办站所和寿险营销部等服务网点均应当按本办法规范。 第十三条 本办法由中国保险监督管理委员会和国家工商行政管理总局负责解释。…,2987,已提取-可全文
